course_id,major_group,total_enrollments,most_common_grade,most_common_level,most_common_term,timing,timing_grade
ECE-204,Anatomy and Physiology,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
ECE-204,Exercise Science,1,F,Junior,Spring,Junior (Spring),Junior (Spring) | F
ECON-101,Anatomy and Physiology,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
ECON-101,Cell and Molecular Neuroscience,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
ECON-101,Environmental and Public Health,1,B+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B+
ECON-101,Exercise Science,5,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ECON-101,Health Promotion,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ECON-202,Anatomy and Physiology,12,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
ECON-202,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
ECON-202,Cell and Molecular Neuroscience,3,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
ECON-202,Environmental and Public Health,2,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
ECON-202,Exercise Science,30,B-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B-
ECON-202,Health Promotion,50,C,Junior,Fall,Junior (Fall),Junior (Fall) | C
ECON-202,Microbiology and Infectious Disease,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
ECON-202,Other,6,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
ECON-204,Anatomy and Physiology,2,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
ECON-204,Exercise Science,2,A-,Junior,Spring,Junior (Spring),Junior (Spring) | A-
ECON-204,Health Promotion,6,W,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | W
ECON-204,Other,1,A-,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A-
ECON-211,Anatomy and Physiology,19,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ECON-211,Behavioral and Cognitive Neuroscience,5,B-,Freshman,Spring,Freshman (Spring),Freshman (Spring) | B-
ECON-211,Cell and Molecular Neuroscience,3,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ECON-211,Environmental and Public Health,2,B+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B+
ECON-211,Exercise Science,19,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
ECON-211,Health Promotion,19,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
ECON-211,Microbiology and Infectious Disease,3,A+,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A+
ECON-211,Neuroscience,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
ECON-211,Other,3,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
ECON-212,Anatomy and Physiology,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ECON-212,Behavioral and Cognitive Neuroscience,5,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
ECON-212,Cell and Molecular Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ECON-212,Environmental and Public Health,2,B-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B-
ECON-212,Exercise Science,6,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
ECON-212,Health Promotion,2,B+,Junior,Fall,Junior (Fall),Junior (Fall) | B+
ECON-235,Exercise Science,1,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
ECON-240,Behavioral and Cognitive Neuroscience,1,B-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B-
ECON-240,Environmental and Public Health,1,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
ECON-240,Exercise Science,1,C+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C+
ECON-240,Health Promotion,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
EDUC-275,Anatomy and Physiology,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
EDUC-275,Exercise Science,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
EDUC-275,Health Promotion,3,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
EDUC-275,Microbiology and Infectious Disease,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
ENGR-101,Cell and Molecular Neuroscience,1,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
ENGR-101,Microbiology and Infectious Disease,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ENGR-120,Exercise Science,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ENGR-180A2,Anatomy and Physiology,3,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
ENGR-180A2,Behavioral and Cognitive Neuroscience,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
ENGR-180A2,Cell and Molecular Neuroscience,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ENGR-180A2,Exercise Science,4,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ENGR-180A2,Health Promotion,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ENGR-180A2,Microbiology and Infectious Disease,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ENGR-533,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-210,Environmental and Public Health,1,XB,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | XB
ERHS-220,Anatomy and Physiology,25,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ERHS-220,Environmental and Public Health,59,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ERHS-220,Exercise Science,1,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
ERHS-220,Health Promotion,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ERHS-220,Microbiology and Infectious Disease,12,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ERHS-220,Other,4,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ERHS-320,Environmental and Public Health,23,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
ERHS-320,Microbiology and Infectious Disease,6,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
ERHS-320,Other,2,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
ERHS-332,Anatomy and Physiology,1,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
ERHS-332,Environmental and Public Health,9,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
ERHS-332,Microbiology and Infectious Disease,5,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
ERHS-332,Other,1,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
ERHS-340,Anatomy and Physiology,12,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
ERHS-340,Environmental and Public Health,2,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
ERHS-340,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-340,Microbiology and Infectious Disease,3,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-350,Environmental and Public Health,14,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-350,Other,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-380A1,Environmental and Public Health,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
ERHS-410,Environmental and Public Health,3,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
ERHS-410,Other,2,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
ERHS-430,Anatomy and Physiology,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-430,Environmental and Public Health,14,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-430,Microbiology and Infectious Disease,5,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-430,Other,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-446,Environmental and Public Health,16,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-446,Other,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-448,Environmental and Public Health,12,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-450,Environmental and Public Health,6,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
ERHS-450,Microbiology and Infectious Disease,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
ERHS-450,Other,2,A-,Senior,Spring,Senior (Spring),Senior (Spring) | A-
ERHS-479,Environmental and Public Health,24,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
ERHS-479,Other,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
ERHS-482A,Anatomy and Physiology,5,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
ERHS-482A,Environmental and Public Health,1,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
ERHS-484,Environmental and Public Health,1,S,Senior,Fall,Senior (Fall),Senior (Fall) | S
ERHS-487,Environmental and Public Health,7,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
ERHS-487,Other,2,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
ERHS-498,Environmental and Public Health,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ERHS-498,Other,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
ERHS-501,Health Promotion,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ESS-120,Environmental and Public Health,1,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
ESS-120,Exercise Science,2,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
ESS-120,Health Promotion,2,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
ESS-120,Microbiology and Infectious Disease,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
ESS-129,Environmental and Public Health,1,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
ESS-129,Exercise Science,3,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
ESS-129,Health Promotion,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
ESS-129,Microbiology and Infectious Disease,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
ESS-130,Environmental and Public Health,1,A-,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A-
ESS-130,Exercise Science,2,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
ESS-130,Health Promotion,1,W,Freshman,Spring,Freshman (Spring),Freshman (Spring) | W
ESS-130,Microbiology and Infectious Disease,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
ESS-210,Exercise Science,1,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
ETST-100,Anatomy and Physiology,17,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
ETST-100,Behavioral and Cognitive Neuroscience,8,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ETST-100,Cell and Molecular Neuroscience,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ETST-100,Environmental and Public Health,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
ETST-100,Exercise Science,31,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
ETST-100,Health Promotion,12,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ETST-100,Microbiology and Infectious Disease,6,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
ETST-100,Other,1,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
ETST-110,Anatomy and Physiology,1,S,Freshman,Summer,Freshman (Summer),Freshman (Summer) | S
ETST-110,Behavioral and Cognitive Neuroscience,1,S,Freshman,Summer,Freshman (Summer),Freshman (Summer) | S
ETST-110,Exercise Science,1,S,Freshman,Summer,Freshman (Summer),Freshman (Summer) | S
ETST-110,Microbiology and Infectious Disease,1,S,Freshman,Summer,Freshman (Summer),Freshman (Summer) | S
ETST-120,Exercise Science,2,S,Freshman,Summer,Freshman (Summer),Freshman (Summer) | S
ETST-120,Health Promotion,1,S,Freshman,Summer,Freshman (Summer),Freshman (Summer) | S
ETST-201,Microbiology and Infectious Disease,1,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
ETST-205,Anatomy and Physiology,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ETST-205,Behavioral and Cognitive Neuroscience,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ETST-205,Exercise Science,6,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ETST-205,Health Promotion,7,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
ETST-205,Microbiology and Infectious Disease,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ETST-205,Neuroscience,1,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
ETST-240,Anatomy and Physiology,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ETST-240,Exercise Science,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ETST-240,Microbiology and Infectious Disease,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
ETST-240,Other,1,B-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B-
ETST-242,Health Promotion,1,W,Freshman,Spring,Freshman (Spring),Freshman (Spring) | W
ETST-250,Anatomy and Physiology,2,C,Junior,Fall,Junior (Fall),Junior (Fall) | C
ETST-250,Behavioral and Cognitive Neuroscience,3,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
ETST-250,Cell and Molecular Neuroscience,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ETST-250,Environmental and Public Health,1,D,Freshman,Fall,Freshman (Fall),Freshman (Fall) | D
ETST-250,Exercise Science,2,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
ETST-250,Health Promotion,2,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
ETST-250,Microbiology and Infectious Disease,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
ETST-250,Other,1,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
ETST-252,Anatomy and Physiology,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ETST-252,Behavioral and Cognitive Neuroscience,2,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
ETST-252,Environmental and Public Health,1,A-,Junior,Summer,Junior (Summer),Junior (Summer) | A-
ETST-252,Exercise Science,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
ETST-252,Health Promotion,3,A,Freshman,Summer,Freshman (Summer),Freshman (Summer) | A
ETST-252,Microbiology and Infectious Disease,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ETST-253,Anatomy and Physiology,1,A+,Junior,Summer,Junior (Summer),Junior (Summer) | A+
ETST-253,Behavioral and Cognitive Neuroscience,1,A+,Junior,Summer,Junior (Summer),Junior (Summer) | A+
ETST-253,Cell and Molecular Neuroscience,2,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
ETST-253,Environmental and Public Health,1,A,Sophomore,Summer,Sophomore (Summer),Sophomore (Summer) | A
ETST-253,Exercise Science,2,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
ETST-255,Exercise Science,2,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
ETST-255,Health Promotion,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
ETST-257,Exercise Science,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ETST-260,Environmental and Public Health,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
ETST-260,Microbiology and Infectious Disease,1,A-,Junior,Spring,Junior (Spring),Junior (Spring) | A-
ETST-265,Exercise Science,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ETST-270,Exercise Science,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
ETST-277,Exercise Science,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
ETST-277,Health Promotion,2,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
ETST-305,Anatomy and Physiology,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
ETST-305,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ETST-354,Anatomy and Physiology,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
ETST-420,Exercise Science,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
ETST-430,Microbiology and Infectious Disease,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
ETST-444,Anatomy and Physiology,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
F-101,Exercise Science,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
F-209,Exercise Science,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
F-313,Exercise Science,1,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
FACS-320,Environmental and Public Health,1,B+,Junior,Summer,Junior (Summer),Junior (Summer) | B+
FACS-320,Exercise Science,5,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
FACS-320,Health Promotion,5,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
FACS-320,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FACS-320,Other,1,C,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | C
FIN-200,Anatomy and Physiology,6,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FIN-200,Environmental and Public Health,3,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
FIN-200,Exercise Science,11,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FIN-200,Health Promotion,20,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
FIN-200,Microbiology and Infectious Disease,5,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FIN-200,Neuroscience,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
FIN-300,Anatomy and Physiology,1,C+,Junior,Summer,Junior (Summer),Junior (Summer) | C+
FIN-300,Health Promotion,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
FIN-305,Anatomy and Physiology,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FIN-305,Cell and Molecular Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FIN-305,Environmental and Public Health,1,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
FIN-305,Exercise Science,7,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
FIN-305,Health Promotion,5,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FIN-310,Health Promotion,1,C,Junior,Spring,Junior (Spring),Junior (Spring) | C
FSHN-115,Anatomy and Physiology,8,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FSHN-115,Exercise Science,8,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
FSHN-115,Health Promotion,6,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
FSHN-115,Other,1,F,Freshman,Fall,Freshman (Fall),Freshman (Fall) | F
FSHN-125,Anatomy and Physiology,7,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
FSHN-125,Behavioral and Cognitive Neuroscience,1,C+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C+
FSHN-125,Environmental and Public Health,1,XF,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | XF
FSHN-125,Exercise Science,11,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
FSHN-125,Health Promotion,6,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
FSHN-125,Microbiology and Infectious Disease,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
FSHN-125,Other,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
FSHN-150,Anatomy and Physiology,33,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
FSHN-150,Behavioral and Cognitive Neuroscience,7,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
FSHN-150,Environmental and Public Health,3,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
FSHN-150,Exercise Science,617,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
FSHN-150,Health Promotion,259,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
FSHN-150,Microbiology and Infectious Disease,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
FSHN-150,Other,26,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
FSHN-180A2,Anatomy and Physiology,5,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
FSHN-180A2,Health Promotion,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
FSHN-192,Exercise Science,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
FSHN-192,Health Promotion,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
FSHN-220,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FSHN-220,Exercise Science,26,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FSHN-220,Health Promotion,22,B+,Junior,Fall,Junior (Fall),Junior (Fall) | B+
FSHN-220,Other,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
FSHN-292,Exercise Science,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
FSHN-292,Health Promotion,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
FSHN-300,Environmental and Public Health,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FSHN-300,Exercise Science,3,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
FSHN-340,Anatomy and Physiology,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
FSHN-340,Exercise Science,12,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
FSHN-340,Health Promotion,6,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
FSHN-342A,Exercise Science,1,A+,Junior,Summer,Junior (Summer),Junior (Summer) | A+
FSHN-342A,Health Promotion,2,A+,Sophomore,Summer,Sophomore (Summer),Sophomore (Summer) | A+
FSHN-350,Anatomy and Physiology,52,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
FSHN-350,Behavioral and Cognitive Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
FSHN-350,Environmental and Public Health,2,D,Senior,Fall,Senior (Fall),Senior (Fall) | D
FSHN-350,Exercise Science,48,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
FSHN-350,Health Promotion,15,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
FSHN-350,Other,3,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
FSHN-360,Health Promotion,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
FSHN-382A,Exercise Science,2,A+,Sophomore,Summer,Sophomore (Summer),Sophomore (Summer) | A+
FSHN-428,Behavioral and Cognitive Neuroscience,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
FSHN-428,Exercise Science,3,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
FSHN-428,Health Promotion,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
FSHN-435,Exercise Science,2,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
FSHN-444,Anatomy and Physiology,3,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
